,a,b,c
24666,271,198,4
24667,715,1217,2
24668,437,746,4
24669,22,712,4
24670,405,1200,1
24671,758,716,2
24672,649,50,4
24673,757,1073,4
24674,409,1097,2
24675,393,332,4
24676,859,475,4
24677,506,463,3
24678,671,258,5
24679,416,955,4
24680,923,825,4
24681,109,226,5
24682,644,243,4
24683,587,351,2
24684,42,173,5
24685,882,194,3
24686,833,174,2
24687,835,616,4
24688,708,762,5
24689,360,520,4
24690,551,284,4
24691,330,864,4
24692,717,628,5
24693,648,69,1
24694,385,1121,4
24695,406,693,3
24696,189,59,3
24697,708,1117,4
24698,355,271,3
24699,943,406,3
24700,302,266,2
24701,468,1014,3
24702,452,1427,5
24703,749,419,5
24704,454,193,2
24705,311,584,3
24706,592,482,4
24707,387,8,4
24708,117,265,4
24709,907,332,5
24710,751,381,1
24711,299,820,3
24712,585,639,4
24713,624,979,4
24714,255,447,3
24715,763,234,3
24716,829,124,4
24717,188,100,4
24718,559,87,4
24719,620,706,3
24720,916,509,4
24721,795,150,3
24722,234,389,3
24723,363,22,3
24724,689,257,5
24725,697,986,1
24726,644,823,4
24727,896,128,4
24728,757,202,4
24729,716,81,4
24730,577,380,3
24731,495,435,5
24732,600,11,5
24733,653,63,2
24734,766,664,2
24735,141,235,1
24736,201,64,3
24737,536,423,4
24738,738,169,5
24739,97,23,5
24740,416,137,3
24741,249,844,5
24742,707,251,5
24743,325,495,3
24744,698,427,1
24745,680,242,4
24746,664,663,4
24747,537,655,3
24748,311,12,4
24749,168,294,4
24750,25,419,4
24751,297,582,4
24752,373,499,4
24753,230,420,5
24754,802,573,4
24755,486,50,5
24756,380,529,3
24757,195,1315,4
24758,880,556,3
24759,435,720,2
24760,663,328,4
24761,352,50,5
24762,405,40,2
24763,906,121,4
24764,472,1079,4
24765,345,815,3
24766,896,425,2
24767,489,270,4
24768,453,476,3
24769,1,203,4
24770,276,143,5
24771,591,26,3
24772,24,276,5
24773,354,1063,3
24774,499,50,3
24775,561,19,3
24776,907,235,4
24777,600,583,3
24778,447,91,4
24779,363,1215,1
24780,655,1045,3
24781,932,654,5
24782,805,664,5
24783,940,150,3
24784,58,127,4
24785,595,844,4
24786,851,310,5
24787,618,87,3
24788,450,485,5
24789,542,230,4
24790,753,272,4
24791,567,434,5
24792,807,483,5
24793,537,203,4
24794,846,127,5
24795,934,99,3
24796,318,692,4
24797,85,663,5
24798,924,114,3
24799,894,331,4
24800,417,69,3
24801,825,832,3
24802,655,909,3
24803,493,338,4
24804,518,237,4
24805,592,654,5
24806,43,143,4
24807,940,151,3
24808,299,25,3
24809,232,196,5
24810,711,1024,5
24811,437,443,4
24812,846,491,3
24813,741,77,3
24814,901,91,1
24815,893,258,3
24816,342,8,4
24817,889,124,4
24818,823,715,5
24819,56,225,2
24820,328,582,5
24821,405,563,1
24822,494,183,5
24823,499,1483,1
24824,833,511,4
24825,579,408,3
24826,798,815,5
24827,655,162,3
24828,620,151,4
24829,551,77,3
24830,113,325,4
24831,422,288,3
24832,923,174,5
24833,392,114,4
24834,138,602,4
24835,431,307,3
24836,825,252,5
24837,913,210,2
24838,94,411,3
24839,843,25,2
24840,493,191,4
24841,479,71,1
24842,193,122,1
24843,472,175,5
24844,880,284,4
24845,753,98,5
24846,181,713,2
24847,368,448,3
24848,664,516,5
24849,497,300,3
24850,942,496,5
24851,666,319,4
24852,5,163,5
24853,524,1129,2
24854,928,98,5
24855,303,90,4
24856,506,82,5
24857,605,678,1
24858,236,207,3
24859,697,683,1
24860,492,97,3
24861,554,228,5
24862,312,647,5
24863,940,258,5
24864,796,1036,4
24865,79,515,5
24866,886,177,4
24867,751,21,5
24868,501,221,3
24869,28,195,4
24870,819,248,5
24871,363,760,1
24872,717,1047,4
24873,397,50,5
24874,291,563,3
24875,37,27,4
24876,535,268,3
24877,648,496,4
24878,23,472,2
24879,523,944,4
24880,943,27,4
24881,505,11,4
24882,468,121,4
24883,452,518,5
24884,749,280,4
24885,532,834,4
24886,655,793,3
24887,629,322,3
24888,592,1010,5
24889,207,284,3
24890,373,4,4
24891,609,948,1
24892,396,125,3
24893,804,322,5
24894,805,447,4
24895,456,720,3
24896,843,300,3
24897,896,43,3
24898,59,285,4
24899,776,483,5
24900,933,583,3
24901,412,206,2
24902,880,204,5
24903,430,164,3
24904,303,670,2
24905,896,760,2
24906,236,659,3
24907,642,660,3
24908,757,95,4
24909,704,69,3
24910,943,174,4
24911,886,381,2
24912,10,602,5
24913,727,827,3
24914,49,432,5
24915,542,384,3
24916,653,386,1
24917,291,79,5
24918,495,416,5
24919,655,944,3
24920,314,820,5
24921,150,150,3
24922,558,19,5
24923,7,379,4
24924,279,502,5
24925,466,27,3
24926,392,1226,4
24927,747,182,5
24928,711,191,5
24929,805,95,3
24930,504,132,5
24931,516,515,4
24932,846,270,3
24933,666,176,4
24934,885,300,4
24935,758,554,3
24936,891,1040,3
24937,815,615,2
24938,230,211,5
24939,177,421,3
24940,34,294,1
24941,864,121,4
24942,276,479,5
24943,848,72,5
24944,479,688,1
24945,405,189,1
24946,633,300,4
24947,82,474,3
24948,428,242,4
24949,746,117,4
24950,619,257,3
24951,269,1074,1
24952,181,294,2
24953,128,222,3
24954,220,332,3
24955,591,367,3
24956,907,1163,4
24957,280,9,5
24958,499,191,5
24959,84,1047,2
24960,907,100,5
24961,266,100,5
24962,395,328,4
24963,125,201,3
24964,508,183,5
24965,863,879,2
24966,556,133,5
24967,632,227,3
24968,497,451,2
24969,464,181,3
24970,814,565,3
24971,564,258,4
24972,931,678,3
24973,413,100,4
24974,911,485,3
24975,270,535,5
24976,602,125,4
24977,572,1171,3
24978,807,1133,3
24979,532,1594,4
24980,385,451,1
24981,25,612,4
24982,863,299,2
24983,484,15,5
24984,11,393,4
24985,712,234,2
24986,161,100,4
24987,788,199,5
24988,938,126,4
24989,555,340,4
24990,848,474,5
24991,545,29,3
24992,527,176,2
24993,405,625,3
24994,299,402,3
24995,588,184,4
24996,854,1,3
24997,553,661,5
24998,306,1514,4
24999,892,204,4
25000,902,989,2
25001,536,135,5
25002,453,1273,2
25003,452,1089,1
25004,868,100,5
25005,372,875,4
25006,545,79,4
25007,303,427,4
25008,342,135,3
25009,244,735,5
25010,871,575,5
25011,767,22,4
25012,518,713,5
25013,828,1062,4
25014,846,576,4
25015,851,1023,3
25016,503,176,5
25017,655,55,2
25018,660,826,3
25019,694,603,4
25020,881,64,5
25021,113,222,3
25022,611,299,1
25023,648,831,1
25024,406,531,3
25025,863,349,1
25026,429,658,3
25027,269,464,3
25028,880,140,4
25029,530,191,5
25030,243,1148,3
25031,145,219,5
25032,454,879,4
25033,883,1131,5
25034,592,140,3
25035,350,172,5
25036,297,32,4
25037,299,606,4
25038,670,611,5
25039,654,100,1
25040,13,804,2
25041,537,955,4
25042,269,186,2
25043,881,120,2
25044,435,174,5
25045,255,273,2
25046,271,476,1
25047,458,245,2
25048,790,786,3
25049,188,462,4
25050,423,689,4
25051,338,607,4
25052,562,234,5
25053,467,257,4
25054,529,270,4
25055,456,568,2
25056,363,176,4
25057,416,929,4
25058,448,312,1
25059,455,736,3
25060,312,530,5
25061,222,245,3
25062,886,12,5
25063,524,519,4
25064,846,654,5
25065,579,692,4
25066,643,546,3
25067,694,132,5
25068,660,652,4
25069,805,58,4
25070,602,457,3
25071,457,388,2
25072,786,418,4
25073,369,752,4
25074,655,65,2
25075,406,95,4
25076,884,509,4
25077,523,1069,5
25078,853,302,4
25079,286,737,4
25080,672,50,3
25081,643,32,4
25082,537,549,2
25083,715,53,1
25084,297,508,4
25085,938,1028,5
25086,562,432,5
25087,299,1050,4
25088,417,743,2
25089,624,249,3
25090,509,345,1
25091,308,1252,3
25092,833,208,3
25093,774,741,1
25094,511,887,5
25095,405,398,1
25096,621,118,3
25097,151,382,4
25098,889,235,3
25099,852,473,3
25100,882,841,1
25101,504,71,5
25102,605,255,2
25103,474,611,4
25104,607,529,4
25105,784,269,5
25106,280,728,3
25107,577,582,4
25108,796,736,3
25109,102,91,3
25110,374,924,5
25111,650,226,3
25112,766,434,5
25113,912,173,4
25114,254,102,3
25115,699,471,3
25116,881,1480,2
25117,367,333,4
25118,851,144,5
25119,724,898,1
25120,62,1129,5
25121,581,7,4
25122,339,484,5
25123,344,1082,2
25124,286,189,3
25125,671,1215,3
25126,452,77,3
25127,551,755,4
25128,399,582,3
25129,537,97,2
25130,777,690,4
25131,571,964,4
25132,334,169,4
25133,682,257,2
25134,11,70,4
25135,843,91,3
25136,50,544,4
25137,548,295,5
25138,795,825,2
25139,200,141,4
25140,276,98,5
25141,495,94,3
25142,790,678,3
25143,6,191,4
25144,452,1383,1
25145,158,10,4
25146,234,404,4
25147,896,191,4
25148,695,289,2
25149,474,423,5
25150,347,95,4
25151,481,1089,3
25152,870,265,4
25153,727,240,3
25154,880,92,4
25155,363,933,2
25156,141,985,4
25157,617,515,3
25158,916,33,2
25159,185,25,4
25160,367,769,3
25161,833,645,3
25162,763,191,4
25163,542,63,3
25164,450,207,4
25165,346,12,5
25166,399,58,3
25167,606,1190,3
25168,664,425,3
25169,504,585,2
25170,846,849,3
25171,630,282,3
25172,932,1050,4
25173,371,627,4
25174,392,300,2
25175,879,127,5
25176,667,268,3
25177,843,21,2
25178,622,248,4
25179,701,272,5
25180,493,60,2
25181,123,289,1
25182,518,471,3
25183,924,196,4
25184,479,249,2
25185,463,740,4
25186,650,82,3
25187,527,431,3
25188,870,216,4
25189,749,429,4
25190,389,526,3
25191,442,742,3
25192,877,662,5
25193,405,1179,1
25194,497,394,3
25195,868,239,3
25196,100,881,1
25197,561,705,3
25198,545,196,4
25199,776,218,4
25200,907,821,5
25201,643,448,3
25202,697,257,5
25203,660,755,2
25204,455,17,3
25205,782,1007,3
25206,95,62,4
25207,921,1047,1
25208,5,450,1
25209,184,411,3
25210,655,359,3
25211,374,227,4
25212,682,358,3
25213,624,879,3
25214,346,576,3
25215,863,313,5
25216,717,591,4
25217,694,484,4
25218,83,527,4
25219,523,794,4
25220,530,50,4
25221,913,186,3
25222,787,351,3
25223,705,15,3
25224,883,1012,5
25225,735,127,4
25226,592,263,1
25227,666,530,3
25228,560,1073,3
25229,387,47,4
25230,795,186,3
25231,934,794,4
25232,601,127,4
25233,216,27,3
25234,89,275,5
25235,880,2,3
25236,329,284,3
25237,75,864,4
25238,416,729,5
25239,331,506,2
25240,574,333,3
25241,375,1217,4
25242,619,879,4
25243,587,1625,4
25244,568,735,2
25245,406,451,2
25246,455,597,3
25247,577,407,4
25248,26,151,3
25249,178,506,3
25250,487,68,5
25251,533,708,2
25252,805,175,5
25253,588,561,3
25254,330,257,5
25255,833,1386,4
25256,150,124,2
25257,23,230,4
25258,406,234,4
25259,339,53,4
25260,837,222,3
25261,710,100,4
25262,931,111,3
25263,514,275,5
25264,844,946,3
25265,568,661,4
25266,129,311,3
25267,537,690,2
25268,629,92,4
25269,748,192,3
25270,615,638,5
25271,101,595,2
25272,373,286,3
25273,546,672,3
25274,938,220,4
25275,267,385,3
25276,807,546,4
25277,804,120,3
25278,110,739,4
25279,308,1135,4
25280,610,315,4
25281,416,531,5
25282,22,405,1
25283,819,346,5
25284,497,1042,3
25285,648,441,3
25286,942,234,4
25287,301,162,3
25288,894,126,3
25289,451,333,5
25290,808,245,4
25291,490,237,1
25292,87,1185,4
25293,1,238,4
25294,665,135,4
25295,322,655,5
25296,741,660,3
25297,372,201,2
25298,899,222,4
25299,637,323,1
25300,49,218,2
25301,840,187,3
25302,867,511,5
25303,72,5,4
25304,570,268,3
25305,100,678,3
25306,37,841,3
25307,397,223,4
25308,902,327,3
25309,943,226,4
25310,655,775,2
25311,7,97,5
25312,634,919,2
25313,450,414,3
25314,837,274,4
25315,286,40,4
25316,897,69,5
25317,807,510,5
25318,537,238,4
25319,521,721,4
25320,793,148,4
25321,599,888,5
25322,802,218,3
25323,161,194,1
25324,825,597,5
25325,417,184,4
25326,751,173,4
25327,788,409,3
25328,94,864,2
25329,276,245,3
25330,557,292,4
25331,940,172,4
25332,299,60,5
25333,119,471,4
25334,889,684,2
25335,660,134,4
25336,665,687,2
25337,716,651,5
25338,474,42,4
25339,458,663,4
25340,761,222,4
25341,936,116,4
25342,116,539,2
25343,264,676,3
25344,561,946,3
25345,533,1086,3
25346,854,281,3
25347,266,286,4
25348,379,251,5
25349,416,367,5
25350,846,721,4
25351,312,176,4
25352,593,97,4
25353,812,261,1
25354,60,1122,5
25355,7,549,4
25356,450,66,4
25357,90,493,5
25358,551,168,5
25359,865,929,2
25360,627,318,5
25361,457,122,2
25362,905,345,4
25363,189,487,5
25364,318,213,4
25365,85,310,3
25366,782,253,2
25367,749,239,4
25368,622,7,5
25369,569,121,3
25370,846,448,5
25371,200,756,3
25372,735,300,4
25373,57,845,4
25374,666,805,4
25375,313,443,5
25376,924,237,4
25377,919,112,3
25378,691,650,5
25379,640,732,4
25380,753,69,4
25381,181,756,2
25382,165,223,4
25383,347,660,2
25384,527,528,3
25385,672,237,2
25386,467,475,4
25387,393,476,3
25388,213,195,5
25389,506,63,4
25390,439,405,4
25391,845,1234,4
25392,554,1,3
25393,666,331,4
25394,314,1094,1
25395,616,346,3
25396,501,248,4
25397,909,289,3
25398,450,518,4
25399,794,181,4
25400,505,358,3
25401,293,204,3
25402,279,41,2
25403,409,162,4
25404,429,1020,4
25405,896,435,4
25406,606,196,4
25407,454,81,1
25408,516,212,4
25409,311,504,4
25410,710,335,1
25411,387,408,4
25412,705,181,5
25413,653,127,5
25414,502,333,4
25415,13,78,1
25416,846,609,5
25417,451,1025,3
25418,456,693,3
25419,329,137,5
25420,835,1278,5
25421,22,228,4
25422,771,169,5
25423,151,448,2
25424,889,65,4
25425,731,662,3
25426,837,237,3
25427,504,161,4
25428,430,137,3
25429,625,213,4
25430,771,79,1
25431,130,93,5
25432,757,122,1
25433,870,939,3
25434,600,187,5
25435,280,588,5
25436,659,255,3
25437,291,82,4
25438,275,825,2
25439,457,190,5
25440,875,22,3
25441,663,741,4
25442,886,380,3
25443,456,1019,4
25444,210,926,2
25445,747,205,5
25446,286,475,4
25447,325,383,1
25448,823,144,5
25449,537,319,4
25450,385,58,4
25451,525,106,2
25452,650,614,3
25453,244,65,4
25454,318,968,3
25455,101,472,3
25456,653,181,4
25457,417,228,3
25458,685,302,3
25459,913,1240,2
25460,696,1176,4
25461,417,393,4
25462,804,227,4
25463,788,744,4
25464,864,94,4
25465,737,192,5
25466,276,452,3
25467,495,176,5
25468,442,44,2
25469,426,617,3
25470,676,22,5
25471,543,134,5
25472,851,1598,3
25473,303,1337,1
25474,474,381,4
25475,1,123,4
25476,665,12,4
25477,741,281,2
25478,577,808,3
25479,561,99,3
25480,870,503,4
25481,524,181,3
25482,600,759,2
25483,885,209,2
25484,921,659,5
25485,141,831,2
25486,533,13,3
25487,312,511,5
25488,224,731,4
25489,763,1129,4
25490,618,959,4
25491,427,990,5
25492,210,482,5
25493,618,487,4
25494,450,277,3
25495,747,521,5
25496,708,284,5
25497,674,1197,3
25498,452,443,5
25499,457,1047,2
25500,897,210,5
25501,627,79,3
25502,385,486,2
25503,295,95,4
25504,85,519,4
25505,447,96,5
25506,394,380,4
25507,343,179,5
25508,327,718,4
25509,311,1221,4
25510,518,125,5
25511,840,462,3
25512,900,478,2
25513,246,570,1
25514,707,52,3
25515,894,129,4
25516,543,730,3
25517,889,185,4
25518,488,510,4
25519,586,222,3
25520,716,318,5
25521,128,319,5
25522,347,421,2
25523,755,288,1
25524,707,712,3
25525,460,124,4
25526,868,65,2
25527,561,559,1
25528,393,141,2
25529,379,116,4
25530,363,651,3
25531,130,808,5
25532,699,405,3
25533,593,478,5
25534,21,925,2
25535,936,301,3
25536,277,1283,2
25537,102,1076,2
25538,7,670,5
25539,194,419,2
25540,782,288,4
25541,655,210,3
25542,870,699,3
25543,588,215,5
25544,293,317,4
25545,496,135,2
25546,144,282,4
25547,840,183,5
25548,62,250,5
25549,532,38,3
25550,429,685,3
25551,908,482,3
25552,378,183,4
25553,749,100,3
25554,585,1155,5
25555,18,4,3
25556,290,993,4
25557,493,806,3
25558,645,185,5
25559,313,576,3
25560,811,321,3
25561,889,8,3
25562,43,731,4
25563,541,376,3
25564,883,407,3
25565,216,181,3
25566,714,924,3
25567,472,95,3
25568,435,85,4
25569,218,591,3
25570,239,1115,2
25571,437,1007,5
25572,479,1608,2
25573,919,319,3
25574,634,292,3
25575,790,274,3
25576,847,1204,3
25577,847,240,1
25578,932,488,5
25579,748,179,4
25580,506,194,5
25581,642,139,1
25582,416,678,2
25583,40,242,4
25584,453,298,4
25585,505,526,5
25586,314,1229,2
25587,561,431,2
25588,796,217,4
25589,563,254,3
25590,15,935,3
25591,268,290,3
25592,487,174,5
25593,625,265,3
25594,678,285,3
25595,916,81,5
25596,406,432,5
25597,943,139,1
25598,653,407,1
25599,69,282,3
25600,16,410,5
25601,680,294,4
25602,92,685,3
25603,532,818,2
25604,537,584,2
25605,115,628,5
25606,539,22,3
25607,373,180,3
25608,883,289,5
25609,655,122,2
25610,126,340,5
25611,550,682,4
25612,727,419,2
25613,181,1085,1
25614,772,264,4
25615,866,887,3
25616,336,790,2
25617,633,96,4
25618,481,211,5
25619,504,44,4
25620,896,616,3
25621,453,157,4
25622,38,1029,1
25623,93,934,3
25624,3,322,3
25625,847,77,4
25626,280,765,4
25627,722,476,4
25628,524,928,4
25629,102,188,2
25630,10,357,5
25631,586,249,2
25632,344,708,4
25633,651,302,5
25634,699,458,4
25635,662,50,3
25636,314,932,4
25637,724,879,1
25638,194,654,2
25639,474,653,4
25640,233,204,5
25641,92,204,4
25642,606,655,4
25643,936,919,5
25644,385,183,3
25645,115,176,5
25646,885,476,4
25647,244,468,1
25648,281,326,1
25649,615,199,5
25650,546,458,1
25651,267,183,4
25652,607,121,2
25653,608,127,5
25654,276,79,4
25655,495,69,3
25656,723,286,3
25657,707,869,1
25658,465,114,4
25659,29,657,4
25660,698,214,1
25661,488,173,4
25662,896,212,2
25663,806,875,3
25664,453,721,4
25665,880,1014,4
25666,758,425,5
25667,830,435,5
25668,521,147,4
25669,409,603,5
25670,102,760,1
25671,886,506,4
25672,381,303,3
25673,328,645,4
25674,916,14,5
25675,699,886,3
25676,593,143,4
25677,833,696,3
25678,542,192,5
25679,925,200,2
25680,655,1161,3
25681,450,232,4
25682,307,529,4
25683,833,521,4
25684,807,228,4
25685,152,354,3
25686,429,1118,4
25687,892,12,5
25688,712,378,4
25689,569,471,3
25690,532,205,5
25691,608,443,5
25692,682,862,1
25693,534,919,5
25694,194,633,3
25695,405,737,1
25696,389,172,5
25697,746,186,4
25698,601,934,1
25699,543,591,4
25700,412,195,4
25701,487,1244,2
25702,933,559,2
25703,271,136,3
25704,661,8,5
25705,747,951,2
25706,702,228,5
25707,151,614,4
25708,864,140,3
25709,725,333,5
25710,561,676,3
25711,356,288,4
25712,823,692,4
25713,303,283,3
25714,461,121,2
25715,455,44,3
25716,916,578,1
25717,386,597,3
25718,854,1014,3
25719,367,672,4
25720,425,233,2
25721,796,488,2
25722,798,554,2
25723,639,664,2
25724,655,423,3
25725,286,1502,2
25726,715,248,4
25727,712,385,5
25728,496,50,5
25729,648,143,4
25730,189,241,3
25731,840,64,4
25732,429,546,3
25733,378,58,4
25734,782,1127,2
25735,454,255,4
25736,401,1,2
25737,466,184,4
25738,387,50,5
25739,705,83,4
25740,442,1067,3
25741,825,748,5
25742,299,1006,4
25743,601,98,3
25744,715,1011,4
25745,682,211,4
25746,472,426,4
25747,435,222,3
25748,741,357,5
25749,682,687,2
25750,458,69,2
25751,549,1047,3
25752,559,153,3
25753,878,181,3
25754,561,1120,4
25755,741,70,4
25756,324,286,5
25757,840,1065,5
25758,697,928,3
25759,896,183,4
25760,296,7,5
25761,774,215,3
25762,524,663,2
25763,716,520,4
25764,727,1016,3
25765,889,1419,2
25766,840,708,4
25767,178,471,4
25768,533,687,2
25769,291,780,5
25770,457,20,5
25771,256,22,5
25772,519,908,5
25773,611,887,2
25774,595,346,4
25775,406,207,2
25776,814,184,3
25777,429,230,2
25778,233,509,4
25779,883,9,4
25780,514,268,4
25781,272,175,5
25782,590,547,4
25783,521,526,3
25784,311,198,3
25785,417,79,3
25786,576,125,4
25787,885,237,5
25788,500,13,5
25789,624,329,3
25790,456,427,4
25791,551,672,1
25792,610,276,4
25793,663,258,3
25794,352,12,4
25795,633,237,4
25796,686,97,2
25797,709,64,5
25798,451,336,4
25799,683,308,3
25800,896,483,3
25801,490,246,2
25802,453,258,4
25803,805,501,5
25804,538,88,2
25805,721,1296,3
25806,495,498,3
25807,393,559,3
25808,102,671,3
25809,432,3,3
25810,657,109,1
25811,880,150,4
25812,474,117,4
25813,381,96,5
25814,201,458,4
25815,556,324,4
25816,519,336,5
25817,459,1038,4
25818,337,250,3
25819,279,763,3
25820,284,903,4
25821,67,273,4
25822,450,443,4
25823,707,186,3
25824,784,327,4
25825,682,252,3
25826,436,762,4
25827,525,300,4
25828,256,96,5
25829,846,197,4
25830,152,49,5
25831,650,272,4
25832,334,217,2
25833,536,510,4
25834,447,474,3
25835,394,210,4
25836,325,1230,3
25837,733,150,2
25838,606,42,3
25839,450,177,4
25840,592,527,5
25841,534,742,5
25842,493,274,5
25843,573,836,3
25844,488,100,2
25845,6,79,3
25846,299,211,4
25847,707,238,4
25848,889,663,3
25849,603,385,4
25850,430,1375,4
25851,324,678,3
25852,15,283,4
25853,474,87,4
25854,437,65,4
25855,919,989,2
25856,497,222,3
25857,726,1014,1
25858,594,319,3
25859,716,692,5
25860,727,96,4
25861,621,541,4
25862,178,1119,4
25863,697,181,4
25864,660,47,2
25865,533,295,4
25866,405,556,1
25867,95,650,4
25868,536,50,5
25869,389,471,4
25870,279,1215,2
25871,263,602,4
25872,786,528,5
25873,450,127,5
25874,927,755,5
25875,821,28,5
25876,588,313,5
25877,551,135,5
25878,422,299,1
25879,904,328,2
25880,99,348,4
25881,939,841,4
25882,523,430,4
25883,401,566,5
25884,159,1278,3
25885,214,127,4
25886,613,12,5
25887,454,942,2
25888,655,972,3
25889,772,327,4
25890,807,186,4
25891,403,284,1
25892,661,304,2
25893,688,302,5
25894,668,272,5
25895,756,95,3
25896,617,424,1
25897,543,944,3
25898,13,613,4
25899,883,194,3
25900,15,235,1
25901,907,294,4
25902,271,285,4
25903,661,215,3
25904,437,517,4
25905,829,259,2
25906,575,483,3
25907,446,301,3
25908,393,423,3
25909,697,369,5
25910,655,698,4
25911,95,78,3
25912,437,507,5
25913,939,476,5
25914,796,99,3
25915,847,225,1
25916,919,111,4
25917,835,543,5
25918,655,296,4
25919,731,606,3
25920,715,117,3
25921,330,989,5
25922,807,605,3
25923,406,286,3
25924,724,269,4
25925,445,508,2
25926,286,800,5
25927,378,961,3
25928,860,289,3
25929,92,631,4
25930,532,660,4
25931,290,1035,4
25932,450,29,3
25933,57,748,4
25934,645,403,3
25935,4,301,5
25936,276,1098,4
25937,795,42,3
25938,500,476,2
25939,815,650,2
25940,193,508,4
25941,502,358,4
25942,470,1084,3
25943,417,928,3
25944,566,959,4
25945,403,106,2
25946,181,1363,1
25947,619,161,4
25948,98,435,5
25949,398,485,5
25950,942,414,4
25951,26,1011,3
25952,682,1035,3
25953,879,125,5
25954,70,181,4
25955,128,684,4
25956,326,195,4
25957,771,82,2
25958,130,118,4
25959,757,101,4
25960,116,275,2
25961,840,181,3
25962,299,461,3
25963,943,232,4
25964,268,200,4
